Q1_Humanity,Q2_Transparency,Q3_Capability,Q4_Reliabiltiy ,Q5_OpenEnded,PageName,Number_ProductLines,Age of Account (Month),Monthly Spend,Is_Seller?,Is_Subscriber?,Direct_Buyer?
4,4,6,6,Any 4's I have given are simply because I've never been in a situation in which these statements would be applicable. ,Product,9,45,76.07,No,No,yes
6,6,6,6,"To strongly agree, I believe it will be best to have an option on free delivery to Canada upon a certain amont of purchase. Thank you.",Search,2,2,35.88,No,No,yes
7,6,7,7,"I've gotten refunds as they mattered, most of the sellers have been very cooperative with me and I've rarely had bad experiences.",HomePage,6,63,56.29,Yes,No,yes
7,7,7,7,They get the job done and work hard at what they do to provide the services they promise as soon as possible,Infinite,2,22,2.63,No,No,no
6,5,6,6,Was somewhat disappointed with push back on the unionizing attempts of tcgplsyer workers I am glad they have since unionized. I also wish more quality control was done for pokemon sellers. Additionally tcgplsyer direct for pokemon would be great,Infinite,1,14,105.88,No,No,yes
7,7,7,7,This site does everything  want it too.,Product,1,2,10.64,No,No,yes
6,7,6,6,"TCGPlayer is a straightforward, dependable platform. As a seller, some of their fees on lower-end items are rather high. As a buyer, it is a reliable way to get all cards needed and generally quickly. ",Product,1,3,2.78,No,No,yes
2,1,1,1,TCGP is fair with the entire experience. ,HomePage,1,13,47.08,Yes,No,yes
6,5,5,4,The prevalence of japanese or other printings of cards purposefully lowering the price of some Ygo cards and pokemon items is tiptoeing on the line of misleading.,HomePage,3,90,14.05,Yes,No,yes
6,5,6,7,I just hope that the eBay merge doesn't affect the level of standards that I've come to know using TCGplayer. I often suggest people use this site for all of their TCG needs and I would not enjoy having to take that back. ,Search,1,30,35.69,No,No,yes
7,7,7,7,So far i have found that TCGplayer has been my go to online shop fpr buying tcgs of any kind. They are consistently well priced and easy to use.,Product,5,138,55.46,Yes,No,yes
7,7,7,7,"Tcgplayer is my go-to for all my needs for spicing up decks, pricing out new deck interests, or just looking at what's in the new set. All sellers they promote have all been caring and informative with my purchases and some even throw in a free goodie sometimes. the website is easy to use and even helps out with saving money in the cart. Honestly won't go with any other site.",Search,2,37,14.79,No,No,no
1,1,2,3,Your anti-union stance is crap. ,OrderComplete,1,1,3482.06,Yes,Yes,no
5,5,5,6,"I'm not sure where ""empathy and kindness"" are supposed to enter the picture when I've never interacted with any employees, but I'll extend some secondhand credit for the excellent vendors I've purchased from through this site. ",Infinite,1,1,3482.06,Yes,Yes,no
4,6,7,6,"I have only been using tcg player this year so I am unaware of getting treated poorly or others experiences, but the interactions I’ve had and service is good",Product,5,82,112.47,Yes,Yes,yes
4,6,6,6,"""TCGplayer demonstrates empathy and kindness toward me and treats everyone fairly.""
this is a really dumb question lol. I don't know how to answer it as i dont think a website can have empathy. Sure, maybe an EMPLOYEE, and i realize these questions are almost all worded this way but this one is extremely silly as ive never dealt with a tcgplayer employee. you should have asked that lol",Product,3,95,172.33,Yes,No,yes
7,7,6,6,They try to be a good company & it shows.,Infinite,3,42,63.76,No,No,no
6,7,7,7,They do a great job with everything...but I would love to know if we should base our japanese prices on tcgrepublic like we do on here for english....or I wish you guys would cover japanese cards as well,Search,1,1,208.4,No,No,no
4,7,7,7,"On the fourth question I have no experiences one way or the other. I would assume I agree based upon TCGplayer's reputation, but I have no grounds to answer. ",OrderComplete,1,76,215.46,Yes,Yes,yes
7,7,7,6,I love everything about TCGplayer and I'm proud to be a seller on this website ,Search,3,37,69.71,Yes,Yes,yes
6,6,5,6,"TCG is great, haven't had any issues in over ten years of using them. ",Infinite,1,21,155.51,No,No,yes
7,7,7,7,I don't blame TCG for the third party vendor's mistakes/misleading listings. overall I will use TCG as my main source for cards.,Search,3,63,33.24,No,No,yes
6,6,6,6,"I think for the most part that you guys do a good job, but that it isn’t easy to file a complaint about a seller. I think it is hard and not straightforward how the messaging system works between a buyer and the seller especially when the seller is not responding. ",HomePage,3,63,33.24,No,No,yes
6,6,7,7,I have been using TCGplayer for years and have never had a bad experience.,Product,1,2,143.35,No,No,yes
7,7,6,6,The purchases I made on TCGPlayer were fulfilled.,Product,1,2,55.38,No,No,yes
4,4,4,4,"New to site
One thing though I notice while trying to find some things... it would be nice if there were more filtering categories... but yeah new so don't have much to say",Product,4,47,52.22,No,No,yes
5,4,5,6,"I personally have had no bad experiences but have heard form my friend that an order of his was lost. he was reimbursed later, but it was still a shame to hear. I feel the prices listed are very convenient to me and shipping for reputable places usually never takes more than a week or so, so that I do appreciate. Overall the tcgplayer experience has been a good one for me.",Infinite,1,25,92.47,No,Yes,yes
1,1,4,7,The company and it's parent eBay were against a union and also drive profits by fees and practices that squeeze sellers on one end and pressure buyers to spend more on the other. The overall product delivery is based on the vendors who choose to use it and the what the market can bear. It also doesn't have systems in place to prevent mass fluxuations or market manipulation strategies by people trying to rig or game the system. ,Search,1,1,102.61,Yes,No,no
1,1,1,1,Shut up,Product,1,18,23.07,No,No,no
5,2,5,2,Union busting and unfair treatment of workers reflects poorly on TCGPlayer/eBay. Do better.,HomePage,1,1,88.76,No,No,yes
4,6,6,6,"The three I agree with I can say are definitely true. The other I can't say because I haven't had a interaction with a human yet:) I'd guess that they would.
",Product,1,4,48.76,No,No,yes
6,5,6,6,I am pretty happy with my experiences,OrderComplete,1,3,27.18,No,No,no
7,6,6,7,I have used tcg player for a long time and have always had help when needed s always quick and responsive ,Product,3,49,113.98,No,No,yes
5,4,5,4,Had good orders and missing orders. Some pricing feels fair however some feels overly inflated. ,Search,1,5,149.02,No,No,yes
7,7,7,7,Because it’s a good site that has help grow my Pokémon collection and I really appreciate this website ,Search,2,48,283.95,Yes,Yes,yes
7,7,7,7,Haven't been wronged yet. ,Search,4,32,66.7,No,Yes,yes
6,6,5,4,from my experience everything has been good,Search,2,47,49.23,No,No,yes
4,6,7,4,"The 1st and 4th questions just don't apply to my experiences, but I have no reason to believe that tcgplayer deserves negative feedback. My experiences with this site has only been positive so far. I would certainly recommend this site if google somehow failed to act it's duties :)",Product,2,14,9.75,No,No,yes
7,7,7,7,tcg the best . accurate information for value.,Product,1,1,64.44,No,No,no
7,7,7,7,I’ve only had great experiences shopping with TCG!,Search,3,23,309.48,No,Yes,yes
4,3,4,4,"TCGplayer has trouble taking feedback.  They also badly need to implement a filter in their Magic the gathering set windows to filter out all of the stupid variants so that players can just look at the regular cards rather than sifting thru seven variants of every card.  That is a problem that wizards has caused, but TCG should try and mitigate the damage that wizards causes on TCG’s site",HomePage,1,19,352.95,No,Yes,yes
5,5,7,6,I really like TCGPlayer!,Search,3,26,211.06,No,No,yes
4,4,7,6,"Great storefront, great prices, accurate shipping, what more could you want! Make a desktop client for your collection tracker and I’ll try that out too!",Search,3,18,131.59,Yes,Yes,yes
5,5,6,7,I trust that TCGPlayer will act as an intermediary between me and sellers to protect me.,Search,1,3,362.44,Yes,No,yes
7,6,7,7,TCG is my go to website for cards and price checks.  Very easy to use and great website.,Search,1,26,9.59,No,No,yes
1,1,1,1,BRRRRRRRRRRRRRRRRRRRRRUUUUUUUUUUUUHHHHHHHHHHHHHHHHHHH,Infinite,1,26,15.17,Yes,No,yes
7,7,7,7,Never had an issue and love the site!,Product,6,60,4.68,Yes,No,no
6,5,5,5,All sellers should be required to post a picture of quality of card to verify condition ,Product,5,83,62.19,No,No,yes
